complaint_id,ward,area,landmark,category,complaint_text,language,urgency_level,votes,total_complaints_received,status,date_submitted,has_image
MG-07178,KMC-28,Suryabinayak,Tokha Road,Street Lighting,Suryabinayak ma light chhaina raat ma. Tokha Road ko aagadi dark xa. Safety issue urgent xa.,mix,2,9,1,WIP,2026-02-04,No
MG-07179,KMC-29,Budhanilkantha Road,Lazimpat Upper,Flooding,Low lying area near Lazimpat Upper completely submerged after rain. Residents stranded for 65 hours.,en,1,9,1,Rejected,2026-03-29,No
MG-07180,KMC-24,Kalopul,Dillibazar,Flooding,KMC-24: Flooding in Kalopul is annual problem. No permanent solution being implemented.,en,2,14,10,WIP,2025-09-23,Yes
MG-07181,KMC-19,Tripureshwor,Teku,Water/Drainage,"Open drain in Tripureshwor overflowing near Teku. Sewage smell unbearable, health risk for nearby residents.",en,2,5,12,Rejected,2025-06-21,No
MG-07182,KMC-10,Pashupati,Pashupati Temple,Noise Pollution,Loud music from Pashupati party hall near Pashupati Temple until late night. Children and elderly suffering.,en,1,10,15,WIP,2025-10-02,No
MG-07183,KMC-28,Suryabinayak,Tokha Road,Noise Pollution,"Generator noise from Tokha Road business unbearable. Running 24 hours, no muffler. Please regulate.",en,1,9,13,WIP,2025-04-14,No
MG-07184,KMC-14,Koteshwor Chowk,Koteshwor,Noise Pollution,Loud music from Koteshwor Chowk party hall near Koteshwor until late night. Children and elderly suffering.,en,1,6,6,WIP,2025-07-15,No
MG-07185,KMC-20,Chhauni,Swayambhu,Flooding,"Chhauni near Swayambhu floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,1,0,1,Rejected,2026-02-16,No
MG-07186,KMC-5,Prime School,Prime School,Road/Pothole,"Prime School road near Prime School has deep potholes. Vehicles getting damaged, motorcycles slipping. Please fix urgently.",en,1,11,14,WIP,2025-11-17,Yes
MG-07187,KMC-31,Sankhamul Ghat,Sankhamul,Flooding,KMC-31: Flooding in Sankhamul Ghat is annual problem. No permanent solution being implemented.,en,2,9,4,WIP,2025-10-19,No
MG-07188,KMC-25,Balaju,Balaju,Illegal Construction,Encroachment on footpath near Balaju by Balaju shop. Pedestrians forced to walk on road.,en,2,4,9,WorkDone,2025-04-24,No
MG-07189,KMC-10,Chabahil,Pashupati Temple,Water/Drainage,"Drainage blocked in Chabahil near Pashupati Temple. Rainwater not draining, road turning into pond. Mosquito breeding.",en,2,11,5,WorkDone,2026-04-04,No
MG-07190,KMC-4,Basantapur,Freak Street,Flooding,KMC-4: Flooding in Basantapur is annual problem. No permanent solution being implemented.,en,1,5,2,WIP,2025-09-14,Yes
MG-07191,KMC-7,Singha Durbar,Singha Durbar,Water/Drainage,"Open drain in Singha Durbar overflowing near Singha Durbar. Sewage smell unbearable, health risk for nearby residents.",en,1,15,18,Not Required For Now,2025-04-17,No
MG-07192,KMC-10,Pashupati,Gaushala,Flooding,KMC-10: Flooding in Pashupati is annual problem. No permanent solution being implemented.,en,3,12,20,Rejected,2025-06-04,No
MG-07193,KMC-2,Balambu,Nagarjun,Garbage/Sanitation,Overflowing dustbin at Nagarjun in Balambu. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,2,4,2,WIP,2026-01-17,No
MG-07194,KMC-6,Lazimpat Crossroad,Maharajgunj,Public Facilities,Drinking water tap at Maharajgunj broken. People waiting in queue but no water available.,en,2,15,18,New,2025-08-19,Yes
MG-07195,KMC-27,Jorpati,Jorpati,Garbage/Sanitation,Kachra sankalann gardaina Jorpati ma. Jorpati ko छेउ pile bhairako xa. Urgent help!,ne,1,12,2,WIP,2025-10-30,No
MG-07196,KMC-11,Boudhanath,Jorpati,Water/Drainage,"Water pipe burst near Jorpati in Boudhanath. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,3,9,3,New,2025-08-22,Yes
MG-07197,KMC-25,Balaju,Balaju,Water/Drainage,Balaju ma paani supply ramro chhaina. Hapta ma 4 din matra aaucha. Pipe fix garnu parcha.,ne,1,0,17,New,2025-07-28,Yes
MG-07198,KMC-5,Lazimpat,Lazimpat,Road/Pothole,"KMC-5, Lazimpat: Road ma hole hole cha. Bachha haru school janey bela risk huncha.",ne,1,6,4,New,2025-08-09,No
MG-07199,KMC-14,Koteshwor Chowk,Jadibuti,Electricity,Illegal electrical connection near Jadibuti causing overload. Risk of fire. Please inspect and take action.,en,1,4,8,New,2025-12-26,No
MG-07200,KMC-22,Hattisar,Hattisar,Garbage/Sanitation,"Hattisar area very dirty, garbage pile growing near Hattisar. Tourists complaining. Please send cleaning team daily.",en,2,8,1,Not Required For Now,2025-04-18,No
MG-07201,KMC-25,Gongabu,Gongabu Bus Park,Traffic/Signals,Gongabu Bus Park ko signal kharab xa 4 hapta dekhhi. Rush hour ma accident hune dar xa.,ne,2,1,6,Rejected,2026-03-05,No
MG-07202,KMC-27,Gokarneshwor,Kapan,Illegal Construction,Road being dug for private pipe laying near Kapan without permission. No restoration plan.,en,1,14,18,WorkDone,2025-04-24,No
MG-07203,KMC-26,Machapokhari,Balaju,Street Lighting,No lighting from Balaju to Machapokhari market. Several snatching incidents happened this week.,en,3,4,13,Rejected,2025-07-12,No
MG-07204,KMC-1,Thankot Chowk,Thankot Chowk,Road/Pothole,Thankot Chowk ko main road completely damaged xa. Thankot Chowk ko aagadi vehicle jam hunchha.,ne,1,10,3,WIP,2025-09-02,No
MG-07205,KMC-7,Maitighar,Maitighar,Illegal Construction,Road being dug for private pipe laying near Maitighar without permission. No restoration plan.,en,1,7,3,New,2026-03-30,Yes
MG-07206,KMC-1,Sitapaila,Sitapaila,Noise Pollution,Loudspeaker at Sitapaila from early morning. Religious event going on for weeks without permission check.,en,2,0,12,WIP,2025-07-08,No
MG-07207,KMC-2,Ichangu Narayan,Ichangu Narayan,Street Lighting,Ichangu Narayan ma street light 4 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,2,4,16,WorkDone,2025-04-06,Yes
MG-07208,KMC-31,Sankhamul,Sankhamul Ghat,Public Facilities,Drinking water tap at Sankhamul Ghat broken. People waiting in queue but no water available.,en,1,8,6,New,2025-06-17,Yes
MG-07209,KMC-15,Naya Baneshwor,Naya Baneshwor,Road/Pothole,Road in front of Naya Baneshwor is broken with deep holes. Water collects during rain making it worse. Need immediate repair.,en,1,3,4,Not Required For Now,2026-03-14,No
MG-07210,KMC-1,Sitapaila,Thankot Chowk,Garbage/Sanitation,Overflowing dustbin at Thankot Chowk in Sitapaila. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,2,3,4,WIP,2025-05-24,No
MG-07211,KMC-16,Pulchowk,Kumaripati,Illegal Construction,Unauthorized structure built on public land near Kumaripati. Ward office ignoring complaints.,en,1,11,21,WIP,2026-02-05,Yes
MG-07212,KMC-4,Basantapur,Basantapur,Illegal Construction,"Building being constructed without permit near Basantapur. No safety barriers, debris falling on road.",en,3,2,4,WIP,2026-02-10,Yes
MG-07213,KMC-23,Putali Sadak,Mahaboudha,Traffic/Signals,Mahaboudha ko traffic signal broken xa. Putali Sadak ma rush hour ma jam hunchha daily.,mix,2,6,17,New,2025-06-27,Yes
MG-07214,KMC-1,Thankot,Thankot Chowk,Flooding,Low lying area near Thankot Chowk completely submerged after rain. Residents stranded for 61 hours.,en,1,5,6,WIP,2025-08-31,No
MG-07215,KMC-31,Sankhamul,Sankhamul Ghat,Garbage/Sanitation,Sankhamul thito garnus. Sankhamul Ghat paas ma kachra dherai xa. Kids le fohori ma khel racha.,ne,3,9,18,Rejected,2025-09-19,No
MG-07216,KMC-19,Teku,Kalimati Bridge,Road/Pothole,Road in front of Kalimati Bridge is broken with deep holes. Water collects during rain making it worse. Need immediate repair.,en,2,6,1,New,2025-06-05,No
MG-07217,KMC-12,Thamel,Jyatha,Noise Pollution,"Construction work at Jyatha happening at night, Thamel residents cannot sleep. No action despite complaints.",en,2,0,4,New,2026-01-08,No
MG-07218,KMC-11,Jorpati,Jorpati,Water/Drainage,Drain blocked xa Jorpati ma near Jorpati. Rain ayepachi paani everywhere hunchha. Health risk xa.,mix,2,29,9,New,2025-11-03,Yes
MG-07219,KMC-22,Hattisar,Battisputali,Illegal Construction,Encroachment on footpath near Hattisar by Battisputali shop. Pedestrians forced to walk on road.,en,3,10,13,New,2025-07-19,Yes
MG-07220,KMC-15,Airport Gate,Naya Baneshwor,Water/Drainage,"Water leakage from main pipe at Naya Baneshwor. Water wasted daily, road always wet causing traffic problems.",en,1,16,12,WIP,2025-04-25,No
MG-07221,KMC-3,New Road Gate,New Road Gate,Garbage/Sanitation,No garbage collection vehicle has come to New Road Gate this week. Residents forced to dump on roadside.,en,2,0,1,WIP,2025-10-31,Yes
MG-07222,KMC-9,Kalimati,Kalimati,Traffic/Signals,"Kalimati crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,1,13,9,New,2026-02-15,No
MG-07223,KMC-22,Naxal,Hattisar,Street Lighting,Street lights off xa Naxal ma since 5 weeks. Hattisar najik very dangerous xa.,mix,2,7,8,Not Required For Now,2025-12-11,No
MG-07224,KMC-8,Kalanki,Kalanki Chowk,Traffic/Signals,Signal timing at Kalanki Chowk is too short for pedestrians to cross safely. Elderly people at risk.,en,2,7,5,New,2025-12-10,Yes
MG-07225,KMC-18,Balkhu,Teku,Road/Pothole,"KMC-18, Balkhu: Road ma hole hole cha. Bachha haru school janey bela risk huncha.",ne,1,16,24,Not Required For Now,2025-10-22,Yes
MG-07226,KMC-12,Thamel Chowk,Thamel,Garbage/Sanitation,"Garbage not collected for 7 days in Thamel Chowk near Thamel. Smell unbearable, stray dogs spreading waste everywhere.",en,2,7,10,WIP,2026-03-25,No
MG-07227,KMC-19,Tripureshwor,Kalimati Bridge,Street Lighting,"All lights off near Kalimati Bridge from evening. Dark area very unsafe, children and women afraid to walk.",en,1,3,3,WorkDone,2025-10-16,Yes
MG-07228,KMC-3,New Road Gate,New Road,Street Lighting,No lighting from New Road to New Road Gate market. Several snatching incidents happened this week.,en,1,1,11,New,2025-10-13,Yes
MG-07229,KMC-8,Kalanki,Kalanki,Street Lighting,"All lights off near Kalanki from evening. Dark area very unsafe, children and women afraid to walk.",en,1,4,14,Not Required For Now,2025-12-24,No
MG-07230,KMC-14,Koteshwor,Koteshwor Chowk,Water/Drainage,"Water leakage from main pipe at Koteshwor Chowk. Water wasted daily, road always wet causing traffic problems.",en,2,2,1,New,2025-10-08,Yes
MG-07231,KMC-7,Bhadrakali,Bhadrakali,Traffic/Signals,Bhadrakali ma traffic chaos xa broken signal le garda. Bihano 8-10 baje jam hunchha.,ne,1,1,4,New,2026-01-24,No
MG-07232,KMC-21,Dallu,Naxal,Electricity,Electric pole near Naxal leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,3,5,6,New,2026-04-03,No
MG-07233,KMC-29,Budhanilkantha Road,Budhanilkantha Road,Electricity,Frequent tripping of transformer in Budhanilkantha Road. Appliances getting damaged. No response from NEA when called.,en,2,7,4,New,2025-11-15,No
MG-07234,KMC-28,Suryabinayak,Suryabinayak,Public Facilities,Park in Suryabinayak near Suryabinayak has broken swings and rusted slides. Children getting injured. No maintenance.,en,1,3,9,WIP,2025-04-24,No
MG-07235,KMC-19,Kalimati Bridge,Teku,Electricity,Load shedding schedule not being followed in Kalimati Bridge. Cuts happening outside scheduled hours too.,en,1,0,6,New,2025-06-30,Yes
MG-07236,KMC-6,Lazimpat Crossroad,Chakrapath,Electricity,Frequent tripping of transformer in Lazimpat Crossroad. Appliances getting damaged. No response from NEA when called.,en,2,0,1,WIP,2025-08-05,No
MG-07237,KMC-27,Kapan,Kapan,Public Facilities,"Bus stop at Kapan near Kapan has no roof, broken benches. Passengers standing in sun and rain.",en,2,4,10,WIP,2026-02-25,No
MG-07238,KMC-32,Gairidhara,Hattisar Upper,Traffic/Signals,Hattisar Upper ko signal timing thik chhaina. Buda manche haru cross garna sakdainan.,ne,2,6,7,New,2025-12-18,No
MG-07239,KMC-3,Ason,Indra Chowk,Illegal Construction,Encroachment on footpath near Ason by Indra Chowk shop. Pedestrians forced to walk on road.,en,1,3,5,WorkDone,2025-10-22,No
MG-07240,KMC-2,Ichangu Narayan,Balambu,Flooding,KMC-2: Flooding in Ichangu Narayan is annual problem. No permanent solution being implemented.,en,1,1,1,New,2026-02-28,Yes
MG-07241,KMC-11,Jorpati,Bouddha,Traffic/Signals,Bouddha ko traffic signal broken xa. Jorpati ma rush hour ma jam hunchha daily.,mix,1,16,15,Rejected,2026-02-03,No
MG-07242,KMC-31,Sankhamul,Sankhamul Ghat,Noise Pollution,Vehicle horns and noise near Sankhamul school affecting students during exam. Traffic diversion needed.,en,1,13,2,New,2026-02-08,No
MG-07243,KMC-31,Sankhamul,Sankhamul Ghat,Noise Pollution,Loudspeaker at Sankhamul Ghat from early morning. Religious event going on for weeks without permission check.,en,2,12,3,WIP,2025-04-11,Yes
MG-07244,KMC-26,Balaju,Balaju,Electricity,Power outage in Balaju for 61 hours daily. NEA not giving advance notice. Businesses losing money.,en,2,32,20,WorkDone,2025-12-03,No
MG-07245,KMC-11,Bouddha,Jorpati,Street Lighting,Bouddha ma street light 4 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,1,3,1,WIP,2025-12-26,No
MG-07246,KMC-7,Singha Durbar,Maitighar,Illegal Construction,Illegal construction blocking public road near Maitighar in Singha Durbar. Emergency vehicles cannot pass.,en,2,0,4,Not Required For Now,2026-03-21,No
MG-07247,KMC-8,Dhalko,Dhalko,Traffic/Signals,Dhalko ma traffic chaos xa broken signal le garda. Bihano 8-10 baje jam hunchha.,ne,3,9,14,WorkDone,2025-09-04,No
MG-07248,KMC-3,Indra Chowk,Ason,Illegal Construction,Encroachment on footpath near Indra Chowk by Ason shop. Pedestrians forced to walk on road.,en,3,1,3,WIP,2025-10-23,Yes
MG-07249,KMC-18,Balkhu Chowk,Balkhu,Illegal Construction,"Building being constructed without permit near Balkhu. No safety barriers, debris falling on road.",en,3,2,1,WorkDone,2025-11-23,No
MG-07250,KMC-30,Shantinagar,Minbhawan,Illegal Construction,"Building being constructed without permit near Minbhawan. No safety barriers, debris falling on road.",en,1,0,4,New,2026-03-18,No
MG-07251,KMC-19,Tripureshwor,Kalimati Bridge,Flooding,Bridge at Kalimati Bridge gets submerged during monsoon. Alternative route very long. Need height increase.,en,1,8,3,New,2025-09-16,No
MG-07252,KMC-19,Teku,Kalimati Bridge,Noise Pollution,Vehicle horns and noise near Teku school affecting students during exam. Traffic diversion needed.,en,2,2,14,WIP,2026-01-29,No
MG-07253,KMC-11,Jorpati,Boudhanath,Traffic/Signals,"No traffic management at Jorpati crossroad. Police rarely seen, vehicles going wrong way causing jams.",en,3,4,5,New,2025-04-18,No
MG-07254,KMC-6,Maharajgunj,Lazimpat Crossroad,Water/Drainage,"Water pipe burst near Lazimpat Crossroad in Maharajgunj. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,2,8,12,WIP,2025-04-15,No
MG-07255,KMC-31,Sankhamul Ghat,Sankhamul Ghat,Street Lighting,"Street lights in Sankhamul Ghat not working for 5 weeks. Pedestrians in danger at night, theft cases increasing.",en,2,0,6,New,2025-12-28,No
MG-07256,KMC-28,Tokha Road,Tokha Road,Road/Pothole,"KMC-28, Tokha Road: Road condition is very bad, multiple large potholes. Daily commuters affected. Been like this for 2 weeks.",en,1,16,9,New,2025-09-17,No
MG-07257,KMC-17,Dhobighat,Ekantakuna,Garbage/Sanitation,"Garbage not collected for 5 days in Dhobighat near Ekantakuna. Smell unbearable, stray dogs spreading waste everywhere.",en,2,3,1,New,2025-05-06,No
MG-07258,KMC-17,Dhobighat,Satdobato,Traffic/Signals,"No traffic management at Dhobighat crossroad. Police rarely seen, vehicles going wrong way causing jams.",en,2,7,13,Rejected,2025-08-01,No
MG-07259,KMC-3,New Road Gate,New Road,Noise Pollution,Loud music from New Road Gate party hall near New Road until late night. Children and elderly suffering.,en,2,8,4,WorkDone,2025-06-06,Yes
MG-07260,KMC-31,Sankhamul Ghat,Sankhamul Ghat,Flooding,Bridge at Sankhamul Ghat gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,0,2,New,2026-03-20,No
MG-07261,KMC-8,Dhalko,Kalanki Chowk,Electricity,Load shedding schedule not being followed in Dhalko. Cuts happening outside scheduled hours too.,en,2,3,5,New,2025-08-02,No
MG-07262,KMC-6,Maharajgunj,Chakrapath,Garbage/Sanitation,Illegal dumping happening near Chakrapath. People throwing construction waste. Ward office not taking action.,en,2,2,6,WIP,2026-01-11,Yes
MG-07263,KMC-7,Bhadrakali,Maitighar,Flooding,Low lying area near Maitighar completely submerged after rain. Residents stranded for 20 hours.,en,2,3,7,New,2025-05-05,Yes
MG-07264,KMC-4,Freak Street,Freak Street,Water/Drainage,Drain blocked xa Freak Street ma near Freak Street. Rain ayepachi paani everywhere hunchha. Health risk xa.,mix,3,11,4,Rejected,2025-06-17,No
MG-07265,KMC-18,Teku,Balkhu,Noise Pollution,Loud music from Teku party hall near Balkhu until late night. Children and elderly suffering.,en,1,1,3,WIP,2025-08-04,Yes
MG-07266,KMC-11,Boudhanath,Boudhanath,Electricity,Electric pole near Boudhanath leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,1,7,2,WorkDone,2025-10-11,No
MG-07267,KMC-25,Gongabu Bus Park,Gongabu,Public Facilities,Drinking water tap at Gongabu broken. People waiting in queue but no water available.,en,1,1,13,WIP,2025-05-15,No
MG-07268,KMC-21,Dallu,Dallu,Flooding,Low lying area near Dallu completely submerged after rain. Residents stranded for 34 hours.,en,2,0,18,Not Required For Now,2025-07-04,No
MG-07269,KMC-26,Balaju,Balaju Industrial Area,Noise Pollution,"Generator noise from Balaju Industrial Area business unbearable. Running 24 hours, no muffler. Please regulate.",en,1,5,5,New,2025-09-12,No
MG-07270,KMC-12,Jyatha,Jyatha,Garbage/Sanitation,"Garbage not collected for 2 days in Jyatha near Jyatha. Smell unbearable, stray dogs spreading waste everywhere.",en,1,7,4,WorkDone,2026-02-23,No
MG-07271,KMC-19,Kalimati Bridge,Kalimati Bridge,Noise Pollution,Loudspeaker at Kalimati Bridge from early morning. Religious event going on for weeks without permission check.,en,1,20,3,New,2025-10-17,Yes
MG-07272,KMC-27,Gokarneshwor,Kapan,Public Facilities,"Public toilet near Kapan in Gokarneshwor is very dirty, broken taps, no water. Commuters suffering daily.",en,3,2,1,WIP,2026-02-26,No
MG-07273,KMC-6,Chakrapath,Maharajgunj,Street Lighting,No lighting from Maharajgunj to Chakrapath market. Several snatching incidents happened this week.,en,1,26,26,Rejected,2025-09-28,No
MG-07274,KMC-15,Sinamangal,Naya Baneshwor,Noise Pollution,"Generator noise from Naya Baneshwor business unbearable. Running 24 hours, no muffler. Please regulate.",en,2,0,9,WorkDone,2026-03-24,No
MG-07275,KMC-5,Lazimpat Chowk,Lazimpat,Flooding,KMC-5: Flooding in Lazimpat Chowk is annual problem. No permanent solution being implemented.,en,2,8,2,WorkDone,2025-11-02,Yes
MG-07276,KMC-8,Kalanki,Kalanki Chowk,Flooding,Low lying area near Kalanki Chowk completely submerged after rain. Residents stranded for 51 hours.,en,1,6,10,New,2025-10-04,Yes
MG-07277,KMC-28,Tokha Road,Suryabinayak,Water/Drainage,Tokha Road ma water supply problem xa. Suryabinayak paas ma pipe burst bhayo. Kripaya fix garnus.,mix,3,26,3,New,2026-02-04,No
MG-07278,KMC-16,Kumaripati,Kumaripati,Flooding,"Kumaripati near Kumaripati floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,1,1,5,New,2025-12-11,No
MG-07279,KMC-6,Maharajgunj,Chakrapath,Flooding,"Maharajgunj near Chakrapath floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,3,1,1,WIP,2025-05-15,No
MG-07280,KMC-5,Lazimpat Chowk,Lazimpat Chowk,Road/Pothole,"Lazimpat Chowk road near Lazimpat Chowk has deep potholes. Vehicles getting damaged, motorcycles slipping. Please fix urgently.",en,3,3,2,WorkDone,2026-01-18,No
MG-07281,KMC-4,Freak Street,Basantapur,Noise Pollution,Loud music from Freak Street party hall near Basantapur until late night. Children and elderly suffering.,en,1,7,7,WorkDone,2025-10-03,Yes
MG-07282,KMC-11,Boudhanath,Jorpati,Road/Pothole,"Road repair urgent xa Boudhanath ma. Jorpati najik khaldo thulo cha, motorcycle accident bhayo.",mix,1,3,11,New,2026-03-23,No
MG-07283,KMC-12,Thamel Chowk,Thamel,Electricity,Power outage in Thamel Chowk for 19 hours daily. NEA not giving advance notice. Businesses losing money.,en,3,1,1,WIP,2026-03-10,No
MG-07284,KMC-4,Basantapur,Freak Street,Traffic/Signals,"No traffic management at Basantapur crossroad. Police rarely seen, vehicles going wrong way causing jams.",en,1,27,23,New,2025-04-23,No
MG-07285,KMC-31,Sifal,Sankhamul Ghat,Water/Drainage,"Water pipe burst near Sankhamul Ghat in Sifal. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,1,1,14,WIP,2025-05-12,No
MG-07286,KMC-18,Teku,Teku,Water/Drainage,Teku ma water supply problem xa. Teku paas ma pipe burst bhayo. Kripaya fix garnus.,mix,2,8,3,WIP,2026-01-05,No
MG-07287,KMC-18,Balkhu Chowk,Teku,Water/Drainage,Drain blocked xa Teku najik. Paani sadak ma thulo pool ma bharyo. Mosquito breeding bhairako xa.,ne,1,4,12,New,2025-06-14,Yes
MG-07288,KMC-7,Bhadrakali,Maitighar,Public Facilities,Park in Bhadrakali near Maitighar has broken swings and rusted slides. Children getting injured. No maintenance.,en,3,3,7,New,2026-02-06,No
MG-07289,KMC-24,Kalopul,Kalopul,Road/Pothole,"Kalopul main road is completely damaged near Kalopul. Heavy vehicles avoid the route, traffic jams forming daily.",en,2,1,9,WIP,2025-09-21,No
MG-07290,KMC-16,Pulchowk,Jawalakhel,Noise Pollution,Loud music from Pulchowk party hall near Jawalakhel until late night. Children and elderly suffering.,en,1,10,7,WIP,2026-01-08,Yes
MG-07291,KMC-7,Bhadrakali,Singha Durbar,Traffic/Signals,KMC-7: Bhadrakali traffic chaos due to broken signals. Morning rush hour gridlock from 8-10 AM.,en,1,19,24,New,2025-12-01,No
MG-07292,KMC-2,Ichangu Narayan,Ichangu Narayan,Street Lighting,Ichangu Narayan najik lights off xa. Dark area ma theft cases bhadairako xa. Please fix garnus.,ne,1,13,7,Not Required For Now,2025-12-19,Yes
MG-07293,KMC-11,Boudhanath,Bouddha,Noise Pollution,Loudspeaker at Bouddha from early morning. Religious event going on for weeks without permission check.,en,1,7,15,New,2026-01-02,Yes
MG-07294,KMC-9,Tripureshwor,Tripureshwor,Flooding,"Tripureshwor near Tripureshwor floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,2,1,6,New,2026-01-01,No
MG-07295,KMC-8,Dhalko,Dhalko,Electricity,Load shedding schedule not being followed in Dhalko. Cuts happening outside scheduled hours too.,en,3,10,4,New,2025-07-29,Yes
MG-07296,KMC-5,Lazimpat,Prime School,Traffic/Signals,"No traffic management at Lazimpat crossroad. Police rarely seen, vehicles going wrong way causing jams.",en,3,5,20,WIP,2026-02-20,No
MG-07297,KMC-19,Kalimati Bridge,Kalimati Bridge,Garbage/Sanitation,Kalimati Bridge ma kachra collection bhayena 2 din dekhhi. Kalimati Bridge paas foul smell aaucha.,mix,3,5,5,New,2026-01-30,No
MG-07298,KMC-27,Jorpati,Kapan,Garbage/Sanitation,Overflowing dustbin at Kapan in Jorpati. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,2,13,18,WIP,2026-04-02,Yes
MG-07299,KMC-5,Prime School,Prime School,Illegal Construction,Illegal construction blocking public road near Prime School in Prime School. Emergency vehicles cannot pass.,en,3,6,4,WorkDone,2025-07-01,Yes
MG-07300,KMC-11,Boudhanath,Jorpati,Noise Pollution,Loudspeaker at Jorpati from early morning. Religious event going on for weeks without permission check.,en,3,9,17,WIP,2025-07-31,No
MG-07301,KMC-29,Budhanilkantha Road,Lazimpat Upper,Traffic/Signals,"Budhanilkantha Road crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,2,3,15,New,2025-11-11,No
MG-07302,KMC-26,Balaju,Balaju,Flooding,Bridge at Balaju gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,1,11,WIP,2026-03-30,No
MG-07303,KMC-7,Maitighar,Singha Durbar,Road/Pothole,Road in front of Singha Durbar is broken with deep holes. Water collects during rain making it worse. Need immediate repair.,en,3,26,1,New,2025-06-07,No
MG-07304,KMC-17,Satdobato,Ekantakuna,Flooding,Low lying area near Ekantakuna completely submerged after rain. Residents stranded for 13 hours.,en,2,9,4,WIP,2025-05-29,No
MG-07305,KMC-15,Airport Gate,Airport Gate,Illegal Construction,"Building being constructed without permit near Airport Gate. No safety barriers, debris falling on road.",en,1,2,1,WorkDone,2025-09-06,No
MG-07306,KMC-25,Balaju,Balaju,Illegal Construction,Road being dug for private pipe laying near Balaju without permission. No restoration plan.,en,3,8,17,WorkDone,2025-11-02,Yes
MG-07307,KMC-3,Ason,Ason,Noise Pollution,Vehicle horns and noise near Ason school affecting students during exam. Traffic diversion needed.,en,3,1,6,Rejected,2025-12-08,No
MG-07308,KMC-1,Thankot Chowk,Thankot Chowk,Road/Pothole,"Thankot Chowk main road is completely damaged near Thankot Chowk. Heavy vehicles avoid the route, traffic jams forming daily.",en,2,8,5,Not Required For Now,2025-12-09,No
MG-07309,KMC-21,Naxal,Dallu Chowk,Garbage/Sanitation,"Naxal area very dirty, garbage pile growing near Dallu Chowk. Tourists complaining. Please send cleaning team daily.",en,3,5,6,New,2025-12-04,No
MG-07310,KMC-13,New Baneshwor,Baneshwor,Garbage/Sanitation,New Baneshwor thito garnus. Baneshwor paas ma kachra dherai xa. Kids le fohori ma khel racha.,ne,1,8,10,WorkDone,2025-10-13,No
MG-07311,KMC-16,Kumaripati,Pulchowk,Garbage/Sanitation,"Kumaripati area very dirty, garbage pile growing near Pulchowk. Tourists complaining. Please send cleaning team daily.",en,1,4,2,Rejected,2025-10-03,No
MG-07312,KMC-14,Koteshwor,Koteshwor,Illegal Construction,Illegal construction blocking public road near Koteshwor in Koteshwor. Emergency vehicles cannot pass.,en,1,0,10,New,2025-07-28,No
MG-07313,KMC-24,Thapathali,Thapathali,Noise Pollution,Vehicle horns and noise near Thapathali school affecting students during exam. Traffic diversion needed.,en,1,13,7,New,2026-01-21,No
MG-07314,KMC-10,Pashupati Temple,Pashupati Temple,Water/Drainage,Paani leakage xa Pashupati Temple ma near Pashupati Temple. Daily paani waste hunchha. Please inspect garnus.,ne,1,18,5,WIP,2025-12-27,No
MG-07315,KMC-10,Pashupati Temple,Pashupati Temple,Noise Pollution,Loudspeaker at Pashupati Temple from early morning. Religious event going on for weeks without permission check.,en,3,2,2,Rejected,2025-12-29,Yes
MG-07316,KMC-19,Kalimati Bridge,Teku,Garbage/Sanitation,Illegal dumping happening near Teku. People throwing construction waste. Ward office not taking action.,en,2,12,1,WIP,2026-03-01,No
MG-07317,KMC-7,Maitighar,Maitighar,Public Facilities,Drinking water tap at Maitighar broken. People waiting in queue but no water available.,en,2,1,7,WorkDone,2025-05-07,No
MG-07318,KMC-10,Pashupati,Pashupati Temple,Road/Pothole,"Pashupati main road is completely damaged near Pashupati Temple. Heavy vehicles avoid the route, traffic jams forming daily.",en,2,10,4,New,2025-12-18,Yes
MG-07319,KMC-30,Kamalpokhari,Kamalpokhari,Flooding,Storm drain near Kamalpokhari choked with plastic. Heavy rain causes immediate flooding in Kamalpokhari.,en,3,20,3,WorkDone,2025-07-05,Yes
MG-07320,KMC-29,Lazimpat Upper,Bansbari,Water/Drainage,"Water leakage from main pipe at Bansbari. Water wasted daily, road always wet causing traffic problems.",en,3,9,9,New,2025-05-14,Yes
